r_v,a_v,b_u,b_v,b_v_over_b_u,c,valid_c_positive,valid_denominator,valid_z,valid_w,valid_n,s_q0,s_q1,interior_stress_interval_low,interior_stress_interval_high,interior_interval_length,branch_exists_at_s_0,branch_exists_at_s_0p11765625,branch_exists_at_s_0p1584375,branch_exists_at_s_0p16486816,branch_exists_at_s_0p175,stability_at_s_0p1584375,stability_at_s_0p16486816,condition_class
0.65,0.35,0.08,0.04,0.5,0.5384615384615384,True,True,True,True,True,0.23244444444444454,0.0020555555555555882,0.0020555555555555882,0.23244444444444454,0.23038888888888895,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.35,0.08,0.06,0.75,0.5384615384615384,True,True,True,True,True,0.23244444444444454,0.11725000000000002,0.11725000000000002,0.23244444444444454,0.11519444444444452,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.35,0.1,0.025,0.25,0.5384615384615384,True,True,True,True,True,0.34763888888888905,-0.08434027777777775,-0.08434027777777775,0.34763888888888905,0.4319791666666668,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.35,0.1,0.05,0.5,0.5384615384615384,True,True,True,True,True,0.34763888888888905,0.05965277777777783,0.05965277777777783,0.34763888888888905,0.2879861111111112,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.35,0.1,0.07500000000000001,0.7500000000000001,0.5384615384615384,True,True,True,True,True,0.34763888888888905,0.2036458333333335,0.2036458333333335,0.34763888888888905,0.14399305555555555,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.65,0.4,0.06,0.015,0.25,0.5833333333333334,True,True,True,True,True,0.10847199999999999,-0.16338200000000005,-0.16338200000000005,0.10847199999999999,0.27185400000000004,True,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.65,0.4,0.06,0.03,0.5,0.5833333333333334,True,True,True,True,True,0.10847199999999999,-0.07276400000000005,-0.07276400000000005,0.10847199999999999,0.18123600000000004,True,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.65,0.4,0.06,0.045,0.75,0.5833333333333334,True,True,True,True,True,0.10847199999999999,0.01785399999999998,0.01785399999999998,0.10847199999999999,0.090618,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.65,0.4,0.08,0.02,0.25,0.5833333333333334,True,True,True,True,True,0.22929600000000003,-0.13317600000000004,-0.13317600000000004,0.22929600000000003,0.36247200000000007,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.4,0.08,0.04,0.5,0.5833333333333334,True,True,True,True,True,0.22929600000000003,-0.01235200000000003,-0.01235200000000003,0.22929600000000003,0.24164800000000006,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.4,0.08,0.06,0.75,0.5833333333333334,True,True,True,True,True,0.22929600000000003,0.10847199999999999,0.10847199999999999,0.22929600000000003,0.12082400000000004,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.4,0.1,0.025,0.25,0.5833333333333334,True,True,True,True,True,0.3501200000000001,-0.10297000000000003,-0.10297000000000003,0.3501200000000001,0.4530900000000001,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.4,0.1,0.05,0.5,0.5833333333333334,True,True,True,True,True,0.3501200000000001,0.04805999999999999,0.04805999999999999,0.3501200000000001,0.3020600000000001,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.4,0.1,0.07500000000000001,0.7500000000000001,0.5833333333333334,True,True,True,True,True,0.3501200000000001,0.19909000000000007,0.19909000000000007,0.3501200000000001,0.15103000000000003,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.65,0.45,0.06,0.015,0.25,0.6363636363636362,True,True,True,True,True,0.0878937500000001,-0.1974015624999999,-0.1974015624999999,0.0878937500000001,0.2852953125,True,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.65,0.45,0.06,0.03,0.5,0.6363636363636362,True,True,True,True,True,0.0878937500000001,-0.10230312499999991,-0.10230312499999991,0.0878937500000001,0.19019687500000002,True,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.65,0.45,0.06,0.045,0.75,0.6363636363636362,True,True,True,True,True,0.0878937500000001,-0.00720468749999989,-0.00720468749999989,0.0878937500000001,0.0950984375,True,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.65,0.45,0.08,0.02,0.25,0.6363636363636362,True,True,True,True,True,0.21469166666666684,-0.16570208333333322,-0.16570208333333322,0.21469166666666684,0.3803937500000001,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.45,0.08,0.04,0.5,0.6363636363636362,True,True,True,True,True,0.21469166666666684,-0.038904166666666545,-0.038904166666666545,0.21469166666666684,0.25359583333333335,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.45,0.08,0.06,0.75,0.6363636363636362,True,True,True,True,True,0.21469166666666684,0.0878937500000001,0.0878937500000001,0.21469166666666684,0.12679791666666673,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.45,0.1,0.025,0.25,0.6363636363636362,True,True,True,True,True,0.34148958333333346,-0.13400260416666657,-0.13400260416666657,0.34148958333333346,0.4754921875,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.45,0.1,0.05,0.5,0.6363636363636362,True,True,True,True,True,0.34148958333333346,0.024494791666666765,0.024494791666666765,0.34148958333333346,0.31699479166666666,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.65,0.45,0.1,0.07500000000000001,0.7500000000000001,0.6363636363636362,True,True,True,True,True,0.34148958333333346,0.18299218750000013,0.18299218750000013,0.34148958333333346,0.15849739583333333,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.25,0.06,0.015,0.25,0.4000000000000001,True,True,True,True,True,0.12275000000000004,-0.09931250000000003,-0.09931250000000003,0.12275000000000004,0.22206250000000005,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.25,0.06,0.03,0.5,0.4000000000000001,True,True,True,True,True,0.12275000000000004,-0.02529166666666667,-0.02529166666666667,0.12275000000000004,0.1480416666666667,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.25,0.06,0.045,0.75,0.4000000000000001,True,True,True,True,True,0.12275000000000004,0.04872916666666667,0.04872916666666667,0.12275000000000004,0.07402083333333337,False,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.25,0.08,0.02,0.25,0.4000000000000001,True,True,True,True,True,0.22144444444444455,-0.07463888888888891,-0.07463888888888891,0.22144444444444455,0.2960833333333335,True,True,True,True,True,unstable,unstable,valid_unstable_compensation_branch
0.7,0.25,0.08,0.04,0.5,0.4000000000000001,True,True,True,True,True,0.22144444444444455,0.024055555555555566,0.024055555555555566,0.22144444444444455,0.197388888888889,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.25,0.08,0.06,0.75,0.4000000000000001,True,True,True,True,True,0.22144444444444455,0.12275000000000004,0.12275000000000004,0.22144444444444455,0.09869444444444452,False,False,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.25,0.1,0.025,0.25,0.4000000000000001,True,True,True,True,True,0.320138888888889,-0.04996527777777779,-0.04996527777777779,0.320138888888889,0.3701041666666668,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.25,0.1,0.05,0.5,0.4000000000000001,True,True,True,True,True,0.320138888888889,0.0734027777777778,0.0734027777777778,0.320138888888889,0.24673611111111116,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.25,0.1,0.07500000000000001,0.7500000000000001,0.4000000000000001,True,True,True,True,True,0.320138888888889,0.19677083333333345,0.19677083333333345,0.320138888888889,0.12336805555555552,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.3,0.06,0.015,0.25,0.42857142857142866,True,True,True,True,True,0.12309374999999996,-0.10610156250000004,-0.10610156250000004,0.12309374999999996,0.2291953125,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.3,0.06,0.03,0.5,0.42857142857142866,True,True,True,True,True,0.12309374999999996,-0.02970312500000004,-0.02970312500000004,0.12309374999999996,0.152796875,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.3,0.06,0.045,0.75,0.42857142857142866,True,True,True,True,True,0.12309374999999996,0.04669531249999999,0.04669531249999999,0.12309374999999996,0.07639843749999997,False,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.3,0.08,0.02,0.25,0.42857142857142866,True,True,True,True,True,0.22495833333333337,-0.0806354166666667,-0.0806354166666667,0.22495833333333337,0.30559375000000005,True,True,True,True,True,stable,unstable,valid_unstable_compensation_branch
0.7,0.3,0.08,0.04,0.5,0.42857142857142866,True,True,True,True,True,0.22495833333333337,0.021229166666666646,0.021229166666666646,0.22495833333333337,0.20372916666666674,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.3,0.08,0.06,0.75,0.42857142857142866,True,True,True,True,True,0.22495833333333337,0.12309374999999996,0.12309374999999996,0.22495833333333337,0.10186458333333341,False,False,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.3,0.1,0.025,0.25,0.42857142857142866,True,True,True,True,True,0.32682291666666674,-0.05516927083333335,-0.05516927083333335,0.32682291666666674,0.3819921875000001,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.3,0.1,0.05,0.5,0.42857142857142866,True,True,True,True,True,0.32682291666666674,0.07216145833333333,0.07216145833333333,0.32682291666666674,0.2546614583333334,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.3,0.1,0.07500000000000001,0.7500000000000001,0.42857142857142866,True,True,True,True,True,0.32682291666666674,0.19949218750000008,0.19949218750000008,0.32682291666666674,0.12733072916666666,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.35,0.06,0.015,0.25,0.46153846153846156,True,True,True,True,True,0.12279489795918372,-0.1150155612244898,-0.1150155612244898,0.12279489795918372,0.23781045918367352,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.35,0.06,0.03,0.5,0.46153846153846156,True,True,True,True,True,0.12279489795918372,-0.035745408163265296,-0.035745408163265296,0.12279489795918372,0.15854030612244902,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.35,0.06,0.045,0.75,0.46153846153846156,True,True,True,True,True,0.12279489795918372,0.04352474489795918,0.04352474489795918,0.12279489795918372,0.07927015306122454,False,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.35,0.08,0.02,0.25,0.46153846153846156,True,True,True,True,True,0.22848843537414976,-0.0885921768707483,-0.0885921768707483,0.22848843537414976,0.31708061224489803,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.35,0.08,0.04,0.5,0.46153846153846156,True,True,True,True,True,0.22848843537414976,0.01710136054421771,0.01710136054421771,0.22848843537414976,0.21138707482993205,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.35,0.08,0.06,0.75,0.46153846153846156,True,True,True,True,True,0.22848843537414976,0.12279489795918372,0.12279489795918372,0.22848843537414976,0.10569353741496604,False,False,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.35,0.1,0.025,0.25,0.46153846153846156,True,True,True,True,True,0.33418197278911577,-0.0621687925170068,-0.0621687925170068,0.33418197278911577,0.39635076530612257,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.35,0.1,0.05,0.5,0.46153846153846156,True,True,True,True,True,0.33418197278911577,0.06994812925170071,0.06994812925170071,0.33418197278911577,0.2642338435374151,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.35,0.1,0.07500000000000001,0.7500000000000001,0.46153846153846156,True,True,True,True,True,0.33418197278911577,0.20206505102040828,0.20206505102040828,0.33418197278911577,0.13211692176870748,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.4,0.06,0.015,0.25,0.5000000000000001,True,True,True,True,True,0.12109999999999994,-0.12722500000000006,-0.12722500000000006,0.12109999999999994,0.24832500000000002,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.4,0.06,0.03,0.5,0.5000000000000001,True,True,True,True,True,0.12109999999999994,-0.04445000000000006,-0.04445000000000006,0.12109999999999994,0.16555,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.4,0.06,0.045,0.75,0.5000000000000001,True,True,True,True,True,0.12109999999999994,0.03832499999999993,0.03832499999999993,0.12109999999999994,0.08277500000000002,False,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.4,0.08,0.02,0.25,0.5000000000000001,True,True,True,True,True,0.23146666666666665,-0.0996333333333334,-0.0996333333333334,0.23146666666666665,0.33110000000000006,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.4,0.08,0.04,0.5,0.5000000000000001,True,True,True,True,True,0.23146666666666665,0.010733333333333275,0.010733333333333275,0.23146666666666665,0.2207333333333334,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.4,0.08,0.06,0.75,0.5000000000000001,True,True,True,True,True,0.23146666666666665,0.12109999999999994,0.12109999999999994,0.23146666666666665,0.11036666666666671,False,False,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.4,0.1,0.025,0.25,0.5000000000000001,True,True,True,True,True,0.3418333333333334,-0.07204166666666671,-0.07204166666666671,0.3418333333333334,0.4138750000000001,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.4,0.1,0.05,0.5,0.5000000000000001,True,True,True,True,True,0.3418333333333334,0.06591666666666664,0.06591666666666664,0.3418333333333334,0.27591666666666675,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.4,0.1,0.07500000000000001,0.7500000000000001,0.5000000000000001,True,True,True,True,True,0.3418333333333334,0.20387500000000008,0.20387500000000008,0.3418333333333334,0.1379583333333333,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.45,0.06,0.015,0.25,0.5454545454545455,True,True,True,True,True,0.11623800000000001,-0.14494050000000003,-0.14494050000000003,0.11623800000000001,0.26117850000000004,True,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.45,0.06,0.03,0.5,0.5454545454545455,True,True,True,True,True,0.11623800000000001,-0.057881000000000016,-0.057881000000000016,0.11623800000000001,0.17411900000000002,True,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.45,0.06,0.045,0.75,0.5454545454545455,True,True,True,True,True,0.11623800000000001,0.029178499999999996,0.029178499999999996,0.11623800000000001,0.08705950000000001,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.7,0.45,0.08,0.02,0.25,0.5454545454545455,True,True,True,True,True,0.23231733333333335,-0.11592066666666669,-0.11592066666666669,0.23231733333333335,0.34823800000000005,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.45,0.08,0.04,0.5,0.5454545454545455,True,True,True,True,True,0.23231733333333335,0.00015866666666666807,0.00015866666666666807,0.23231733333333335,0.23215866666666668,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.45,0.08,0.06,0.75,0.5454545454545455,True,True,True,True,True,0.23231733333333335,0.11623800000000001,0.11623800000000001,0.23231733333333335,0.11607933333333334,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.45,0.1,0.025,0.25,0.5454545454545455,True,True,True,True,True,0.3483966666666668,-0.08690083333333334,-0.08690083333333334,0.3483966666666668,0.4352975000000001,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.45,0.1,0.05,0.5,0.5454545454545455,True,True,True,True,True,0.3483966666666668,0.05819833333333335,0.05819833333333335,0.3483966666666668,0.29019833333333345,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.7,0.45,0.1,0.07500000000000001,0.7500000000000001,0.5454545454545455,True,True,True,True,True,0.3483966666666668,0.2032975000000001,0.2032975000000001,0.3483966666666668,0.1450991666666667,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.25,0.06,0.015,0.25,0.3333333333333333,True,True,True,True,True,0.12054999999999996,-0.08611250000000001,-0.08611250000000001,0.12054999999999996,0.20666249999999997,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.25,0.06,0.03,0.5,0.3333333333333333,True,True,True,True,True,0.12054999999999996,-0.017225000000000018,-0.017225000000000018,0.12054999999999996,0.13777499999999998,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.25,0.06,0.045,0.75,0.3333333333333333,True,True,True,True,True,0.12054999999999996,0.05166249999999997,0.05166249999999997,0.12054999999999996,0.06888749999999999,False,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.25,0.08,0.02,0.25,0.3333333333333333,True,True,True,True,True,0.21239999999999998,-0.06315000000000001,-0.06315000000000001,0.21239999999999998,0.27554999999999996,True,True,True,True,True,unstable,unstable,valid_unstable_compensation_branch
0.75,0.25,0.08,0.04,0.5,0.3333333333333333,True,True,True,True,True,0.21239999999999998,0.028699999999999976,0.028699999999999976,0.21239999999999998,0.1837,False,True,True,True,True,unstable,unstable,valid_unstable_compensation_branch
0.75,0.25,0.08,0.06,0.75,0.3333333333333333,True,True,True,True,True,0.21239999999999998,0.12054999999999996,0.12054999999999996,0.21239999999999998,0.09185000000000001,False,False,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.25,0.1,0.025,0.25,0.3333333333333333,True,True,True,True,True,0.30424999999999996,-0.040187500000000015,-0.040187500000000015,0.30424999999999996,0.34443749999999995,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.25,0.1,0.05,0.5,0.3333333333333333,True,True,True,True,True,0.30424999999999996,0.07462499999999997,0.07462499999999997,0.30424999999999996,0.229625,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.25,0.1,0.07500000000000001,0.7500000000000001,0.3333333333333333,True,True,True,True,True,0.30424999999999996,0.1894375,0.1894375,0.30424999999999996,0.11481249999999996,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.3,0.06,0.015,0.25,0.35714285714285715,True,True,True,True,True,0.12150740740740741,-0.0904564814814815,-0.0904564814814815,0.12150740740740741,0.2119638888888889,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.3,0.06,0.03,0.5,0.35714285714285715,True,True,True,True,True,0.12150740740740741,-0.019801851851851862,-0.019801851851851862,0.12150740740740741,0.14130925925925927,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.3,0.06,0.045,0.75,0.35714285714285715,True,True,True,True,True,0.12150740740740741,0.05085277777777779,0.05085277777777779,0.12150740740740741,0.07065462962962962,False,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.3,0.08,0.02,0.25,0.35714285714285715,True,True,True,True,True,0.21571358024691367,-0.06690493827160494,-0.06690493827160494,0.21571358024691367,0.2826185185185186,True,True,True,True,True,unstable,unstable,valid_unstable_compensation_branch
0.75,0.3,0.08,0.04,0.5,0.35714285714285715,True,True,True,True,True,0.21571358024691367,0.027301234567901247,0.027301234567901247,0.21571358024691367,0.18841234567901244,False,True,True,True,True,unstable,unstable,valid_unstable_compensation_branch
0.75,0.3,0.08,0.06,0.75,0.35714285714285715,True,True,True,True,True,0.21571358024691367,0.12150740740740741,0.12150740740740741,0.21571358024691367,0.09420617283950626,False,False,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.3,0.1,0.025,0.25,0.35714285714285715,True,True,True,True,True,0.30991975308641984,-0.04335339506172839,-0.04335339506172839,0.30991975308641984,0.35327314814814825,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.3,0.1,0.05,0.5,0.35714285714285715,True,True,True,True,True,0.30991975308641984,0.07440432098765436,0.07440432098765436,0.30991975308641984,0.23551543209876546,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.3,0.1,0.07500000000000001,0.7500000000000001,0.35714285714285715,True,True,True,True,True,0.30991975308641984,0.19216203703703716,0.19216203703703716,0.30991975308641984,0.11775771604938268,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.35,0.06,0.015,0.25,0.3846153846153846,True,True,True,True,True,0.12238906250000003,-0.095965234375,-0.095965234375,0.12238906250000003,0.21835429687500002,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.35,0.06,0.03,0.5,0.3846153846153846,True,True,True,True,True,0.12238906250000003,-0.02318046874999999,-0.02318046874999999,0.12238906250000003,0.14556953125000002,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.35,0.06,0.045,0.75,0.3846153846153846,True,True,True,True,True,0.12238906250000003,0.04960429687500004,0.04960429687500004,0.12238906250000003,0.072784765625,False,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.35,0.08,0.02,0.25,0.3846153846153846,True,True,True,True,True,0.21943541666666674,-0.07170364583333332,-0.07170364583333332,0.21943541666666674,0.29113906250000005,True,True,True,True,True,unstable,unstable,valid_unstable_compensation_branch
0.75,0.35,0.08,0.04,0.5,0.3846153846153846,True,True,True,True,True,0.21943541666666674,0.02534270833333338,0.02534270833333338,0.21943541666666674,0.19409270833333336,False,True,True,True,True,unstable,unstable,valid_unstable_compensation_branch
0.75,0.35,0.08,0.06,0.75,0.3846153846153846,True,True,True,True,True,0.21943541666666674,0.12238906250000003,0.12238906250000003,0.21943541666666674,0.09704635416666671,False,False,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.35,0.1,0.025,0.25,0.3846153846153846,True,True,True,True,True,0.3164817708333335,-0.047442057291666645,-0.047442057291666645,0.3164817708333335,0.3639238281250001,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.35,0.1,0.05,0.5,0.3846153846153846,True,True,True,True,True,0.3164817708333335,0.07386588541666672,0.07386588541666672,0.3164817708333335,0.2426158854166668,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.35,0.1,0.07500000000000001,0.7500000000000001,0.3846153846153846,True,True,True,True,True,0.3164817708333335,0.19517382812500014,0.19517382812500014,0.3164817708333335,0.12130794270833337,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.4,0.06,0.015,0.25,0.4166666666666667,True,True,True,True,True,0.12300816326530611,-0.10317653061224492,-0.10317653061224492,0.12300816326530611,0.22618469387755102,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.4,0.06,0.03,0.5,0.4166666666666667,True,True,True,True,True,0.12300816326530611,-0.027781632653061245,-0.027781632653061245,0.12300816326530611,0.15078979591836736,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.4,0.06,0.045,0.75,0.4166666666666667,True,True,True,True,True,0.12300816326530611,0.04761326530612245,0.04761326530612245,0.12300816326530611,0.07539489795918367,False,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.4,0.08,0.02,0.25,0.4166666666666667,True,True,True,True,True,0.22353469387755112,-0.07804489795918368,-0.07804489795918368,0.22353469387755112,0.3015795918367348,True,True,True,True,True,unstable,unstable,valid_unstable_compensation_branch
0.75,0.4,0.08,0.04,0.5,0.4166666666666667,True,True,True,True,True,0.22353469387755112,0.022481632653061245,0.022481632653061245,0.22353469387755112,0.20105306122448988,False,True,True,True,True,stable,unstable,valid_unstable_compensation_branch
0.75,0.4,0.08,0.06,0.75,0.4166666666666667,True,True,True,True,True,0.22353469387755112,0.12300816326530611,0.12300816326530611,0.22353469387755112,0.10052653061224501,False,False,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.4,0.1,0.025,0.25,0.4166666666666667,True,True,True,True,True,0.324061224489796,-0.05291326530612245,-0.05291326530612245,0.324061224489796,0.37697448979591847,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.4,0.1,0.05,0.5,0.4166666666666667,True,True,True,True,True,0.324061224489796,0.07274489795918371,0.07274489795918371,0.324061224489796,0.2513163265306123,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.4,0.1,0.07500000000000001,0.7500000000000001,0.4166666666666667,True,True,True,True,True,0.324061224489796,0.19840306122448984,0.19840306122448984,0.324061224489796,0.12565816326530618,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.45,0.06,0.015,0.25,0.45454545454545453,True,True,True,True,True,0.12293333333333341,-0.11301666666666667,-0.11301666666666667,0.12293333333333341,0.23595000000000008,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.45,0.06,0.03,0.5,0.45454545454545453,True,True,True,True,True,0.12293333333333341,-0.03436666666666664,-0.03436666666666664,0.12293333333333341,0.15730000000000005,True,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.45,0.06,0.045,0.75,0.45454545454545453,True,True,True,True,True,0.12293333333333341,0.04428333333333338,0.04428333333333338,0.12293333333333341,0.07865000000000003,False,True,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
0.75,0.45,0.08,0.02,0.25,0.45454545454545453,True,True,True,True,True,0.2278000000000001,-0.08679999999999999,-0.08679999999999999,0.2278000000000001,0.3146000000000001,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.45,0.08,0.04,0.5,0.45454545454545453,True,True,True,True,True,0.2278000000000001,0.018066666666666717,0.018066666666666717,0.2278000000000001,0.20973333333333338,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.45,0.08,0.06,0.75,0.45454545454545453,True,True,True,True,True,0.2278000000000001,0.12293333333333341,0.12293333333333341,0.2278000000000001,0.1048666666666667,False,False,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.45,0.1,0.025,0.25,0.45454545454545453,True,True,True,True,True,0.3326666666666669,-0.06058333333333331,-0.06058333333333331,0.3326666666666669,0.3932500000000002,True,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.45,0.1,0.05,0.5,0.45454545454545453,True,True,True,True,True,0.3326666666666669,0.07050000000000008,0.07050000000000008,0.3326666666666669,0.2621666666666668,False,True,True,True,True,stable,stable,valid_stable_compensation_branch
0.75,0.45,0.1,0.07500000000000001,0.7500000000000001,0.45454545454545453,True,True,True,True,True,0.3326666666666669,0.20158333333333345,0.20158333333333345,0.3326666666666669,0.13108333333333344,False,False,False,False,False,not_interior,not_interior,valid_branch_outside_target_stress
